cluster,ALOCAL,ETICHET,ARUMOR,BIOLOG,QTSALE,USAGETT,ETAMi,TRASPO,USOCEL,POLITI,PUNTIFI12,SNACK,PROIND,RELPAR,FIDU2,RPNUC2,BGAS,PUNTIFI3,GCARTE,INTATT30A,UFFPOS,ALCOL,COSPO,GOSPO,INTTEMPO,SICURO,INTATT28B,VOTOVI,FRUTTA,NTELCELM,DOPFIL,FIDSCIE,PCTEMPO,FIDMED,BANCM,VERD,FIDU1,FIDINF,NCOMP,BFPAS,STCIVMi,COUSL,PCOPE_FILE,PCOPEPH,SALUMI,USOAUT,CORAR,LIQUOR,GOUSL,VGIOC,COM_STUD,INTATT7BN,PWEB,LIBFAM,COV,PUNTIFI10,TELCEL,GORAR,LIMITA,LIBRI,AMICI,MATDID,LAVPAS,ASSANZAGG,USOSS
0,0.20520584101700942,0.14464824488527978,0.026292870204654557,0.05428492328771023,-0.2909000750777606,0.03024910277913004,-1.2271123705005338,-0.19311644649563492,-0.2917713036261426,0.22051006206902582,-0.17978639654907602,-0.5732795587686556,1.1864889998318686,1.1200183872970624,0.1646609951011815,1.0596057837426809,-0.4657555984462507,-0.2683050725328796,-0.15536045660025055,0.7644977809337974,-0.3686441212077881,-0.4221720556599397,0.4694306569401876,0.49107077721917747,-0.5540532859083431,-0.15759686136149442,0.7434531459974129,-0.020236602344542744,0.39206037434037183,0.795420719922299,-0.07283856835533092,-0.03377313333039894,-0.559300661643658,-0.06576187187531751,-0.30234639678719394,0.28969653814086116,0.049300442398012845,-0.06870401539549184,0.739496518260782,-0.28166743079038287,-0.5869531781626091,0.47119981975732417,0.7276588615928044,0.6849753527456872,-0.21029075152363574,-0.07453200747020731,0.4363815098729353,-0.28022703739846133,0.4763871158119666,0.5452188410258871,0.7189927054362636,0.591488597881528,0.22443929186149691,0.17301335494352815,-0.11135768188025298,-0.17912313491290005,0.1366101482202808,0.41904397010582717,0.36862049867056346,0.23143973993823455,-0.4728381537344349,0.741920856550372,-0.5158844223018357,-0.09105747939666047,-0.3979906735421313
1,-0.306506903383575,-0.3588330241360743,-0.24719218418810074,-0.33366637527480747,0.13814296192641634,-0.08992251932131842,0.042439347701399684,-0.11693401367785929,-0.2932864939402193,-0.41237158439618193,0.19809817984658426,0.020510516584280825,-0.34318390253325237,-0.325393105564288,-0.17684875079355722,-0.17396158421787494,0.028379111683546423,0.1510379838487704,0.07449715903622701,0.11259919750010108,0.319591018410219,-0.13006690005570917,-0.3176760244340638,-0.32737867809592847,-0.4984552728340095,-0.20549529274430797,-0.009488475884191695,0.18173082989512113,-0.0897338852591813,-0.043646671457328645,-0.02564084044838351,0.12860364877547378,-0.45730211867520115,0.09658063345232902,0.416519627963121,-0.13453097884472953,-0.2117784538958627,0.09762631054773259,-0.055931770135344255,-0.09934744345603305,-0.08083207081445945,-0.28131215295352086,0.16551068167909647,0.08343631606638663,0.047182634435602264,-0.41932605485341173,-0.3009293397597552,-0.09637633880615118,-0.2777306940733792,0.06509366015010558,0.07084094309582188,0.14137918741191652,0.3835873686564693,0.29770050120146774,0.11846851572009177,0.1099478491383532,0.13906275031948112,-0.2870229093100048,0.14924849162409962,0.2769898644946157,-0.02280351946044337,-0.012260935070865467,0.34579371544053933,-0.08411505992769891,0.18161536526241745
2,0.2681097300763084,0.3767630118742642,0.30779727014230973,0.4031092660321144,0.009685863661923142,0.09836228447636268,0.7514221433209106,0.280823738893501,0.57765135743748,0.3972695206734346,-0.14225829050757446,0.350148388424998,-0.3291759630353727,-0.30884682543194897,0.1242622072407981,-0.4682598059109882,0.26906714341676574,-0.022136719653595517,0.004226786516289107,-0.6509968055627277,-0.17780200889493225,0.4487759228642675,0.10898271963050665,0.1075075143494479,1.0200160529053253,0.37392869314330196,-0.476589917076332,-0.22569010341566584,-0.13989749605733937,-0.46585295963787066,0.08163710314067323,-0.14691535894112648,0.9693455818469754,-0.08375716981110774,-0.34889008958697343,-0.013644418479519103,0.24608791373721844,-0.08319694542509788,-0.4129074387861189,0.3159466801379025,0.49242357354833455,0.05999513408724276,-0.696349201143644,-0.5603308379877144,0.07628435896521048,0.6005043175559602,0.10869924540695283,0.31109170665210073,0.05187261679689504,-0.4442710191942858,-0.5661438597757003,-0.575035374795887,-0.6521168416461672,-0.5053334200034318,-0.08254844577604184,-0.02676412375765117,-0.2727544848954458,0.10181549082558211,-0.43877447403961156,-0.5165307793241994,0.341038878721738,-0.47193573887921497,-0.11540270647165682,0.17052420741874433,0.022961161854764073
