target,balanced_accuracy_knn,balanced_accuracy_dummy,knn_minus_dummy,silhouette_by_true_labels,f_tsne1,p_tsne1,f_tsne2,p_tsne2
sprener,0.2532647708333381,0.25,0.003264770833338093,-0.03163376450538635,17.801687240600586,1.6059330948392514e-11,45.491249084472656,3.3832486332372457e-29
spracqua,0.2531324223831961,0.25,0.0031324223831961095,-0.03825001418590546,14.043031692504883,3.924324420978564e-09,52.221038818359375,1.7213186222373083e-33
